category|word|jword|jwordread|page|jpage|
3|Simultaneous Combat in Multiple Nodes|複数ノードでの同時戦闘 [ 複数 ノード での 同時 戦闘]|ふくすうのーどでのどうじせんとう|4: p.232|4: p.252 / 4A: p.294|
3||ノードのセキュリティ [ ノード の セキュリティ]|のーどのせきゅりてぃ||4A: p.294|
3|Intruder Alerts|警報 [ 警報]|けいほう|4: p.222|4: p.242 / 4A: p.295|
3||警報の種類 [ 警報 の 種類]|けいほうのしゅるい||4A: p.295|
3||警報への対応 [ 警報 への 対応]|けいほうへのたいおう||4A: p.295|
3|Launch IC Program|ICプログラムを起動する [ IC プログラム を 起動 する]|ICぷろぐらむをきどうする|4: p.223|4: p.242 / 4A: p.295|
3||コネクションを切る [ コネクション を 切る]|こねくしょんをきる||4A: p.295|
3|Terminate Connection|接続を遮断する [ 接続 を 遮断 する]|せつぞくをしゃだんする|4: p.223|4: p.242|
6|Random Alert Response|ランダム警戒対応表 [ ランダム 警戒 対応 表]|らんだむけいかいたいおうひょう|4: p.223|4: p.242|
6||ランダム警報対応表 [ ランダム 警報 対応 表]|らんだむけいほうたいおうひょう||4A: p.295|
3|System Reset|システム・リセット [ システム リセット]|しすてむりせっと|4: p.223|4: p.242|
3||システムを再起動する [ システム を 再起動 する]|しすてむをさいきどうする||4A: p.296|
3|Implants and Resonance|埋め込みと共振力 [ 埋め 込み と 共振力]|うめこみときょうしんりょく|4: p.232|4: p.253 / 4A: p.296|
3|The Living Persona|生体ペルソナ [ 生体 ペルソナ]|せいたいぺるそな|4: p.233|4: p.253 / 4A: p.296|
6|Living Persona Table|生体ペルソナ表 [ 生体 ペルソナ 表]|せいたいぺるそなひょう|4: p.233|4: p.254 / 4A: p.296|
3|Technomancers and Condition Monitors|テクノマンサーとコンディション・モニター [ テクノマンサー と コンディション モニター]|てくのまんさーとこんでぃしょんもにたー|4: p.233|4: p.253 / 4A: p.296|
3|Technomancer Skills|テクノマンサーの技能 [ テクノマンサー の 技能]|てくのまんさーのぎのう|4: p.233|4: p.254 / 4A: p.296|
3|Complex Forms|複合体 [ 複合 体]|ふくごうたい|4: p.233|4: p.254 / 4A: p.297|
3|Complex Form Ratings|複合体のレーティング [ 複合 体 の レーティング]|ふくごうたいのれーてぃんぐ|4: p.233|4: p.254 / 4A: p.297|
3|Learning Complex Forms|複合体を学ぶ [ 複合 体 を 学ぶ]|ふくごうたいをまなぶ|4: p.233|4: p.254 / 4A: p.297|
3|Threading|スレッド編成 [ スレッド 編成]|すれっどへんせい|4: p.234|4: p.254 / 4A: p.298|
3|Sprites|スプライト [ スプライト]|すぷらいと|4: p.234|4: p.255 / 4A: p.298|
3|Compiling Sprites|スプライトのコンパイル [ スプライト の コンパイル]|すぷらいとのこんぱいる|4: p.234|4: p.255 / 4A: p.298|
3|Sprite Tasks|スプライトのタスク [ スプライト の タスク]|すぷらいとのたすく|4: p.235|4: p.256 / 4A: p.298|
3|Remote Tasks|遠隔タスク [ 遠隔 タスク]|えんかくたすく|4: p.235|4: p.256 / 4A: p.299|
3|Sprite-Technomancer Link|スプライトとテクノマンサーのリンク [ スプライト と テクノマンサー の リンク]|すぷらいととてくのまんさーのりんく|4: p.235|4: p.256 / 4A: p.299|
3|Registering Sprites|スプライトのレジスター [ スプライト の レジスター]|すぷらいとのれじすたー|4: p.235|4: p.256 / 4A: p.299|
3|Re-registering|再レジスター [ 再 レジスター]|さいれじすたー|4: p.235|4: p.257 / 4A: p.299|
3|Decompiling Sprites|スプライトのデコンパイル [ スプライト の デコンパイル]|すぷらいとのでこんぱいる|4: p.236|4: p.257 / 4A: p.300|
3|Type of Sprites|スプライトのタイプ [ スプライト の タイプ]|すぷらいとのたいぷ|4: p.236|4: p.257 / 4A: p.300|
3|Sprite Powers|スプライトのパワー [ スプライト の パワー]|すぷらいとのぱわー|4: p.236|4: p.258 / 4A: p.300|
3|Cookie (Sprite Power)|クッキー (スプライトパワー) [ クッキー スプライト パワー]|くっきー|4: p.236|4: p.258 / 4A: p.300|
3|Diagnostics (Sprite Power)|診断 (スプライトパワー) [ 診断 スプライト パワー]|しんだん|4: p.237|4: p.258 / 4A: p.301|
3|Electron Storm (Sprite Power)|電子嵐 (スプライトパワー) [ 電子 嵐 スプライト パワー]|でんしあらし|4: p.237|4: p.258 / 4A: p.301|
3|Gremlins (Sprite Power)|グレムリン (スプライトパワー) [ グレムリン スプライト パワー]|ぐれみりん|4: p.237|4: p.258 / 4A: p.301|
3|Hash (Sprite Power)|ハッシュ (スプライトパワー) [ ハッシュ スプライト パワー]|はっしゅ|4: p.237|4: p.258 / 4A: p.301|
3|Steganography (Sprite Power)|ステガノグラフィー (スプライトパワー) [ ステガノグラフィー スプライト パワー]|すてがのぐらふぃー|4: p.237|4: p.258 / 4A: p.301|
3|Stability (Sprite Power)|安定性 (スプライトパワー) [ 安定 性 スプライト パワー]|あんていせい|4: p.237|4: p.258 / 4A: p.301|
3|Suppression (Sprite Power)|警報抑制 (スプライトパワー) [ 警報 抑制 スプライト パワー]|けいほうよくせい|4: p.237|4: p.259 / 4A: p.301|
3|Watermark (Sprite Power)|ウォーターマーク (スプライトパワー) [ ウォーター マーク スプライト パワー]|うぉーたーまーく|4: p.237|4: p.259 / 4A: p.301|
3|Matrix Signatures|電紋 (マトリックス・シグネチャー) [ 電紋 マトリックス シグネチャー]|でんもん|4: p.237|4: p.259 / 4A: p.301|
3|Fading|フェイディング [ フェイディング]|ふぇいでぃんぐ|4: p.237|4: p.259 / 4A: p.302|
3|Submersion|サブマージョン [ サブマージョン]|さぶまーじょん|4: p.238|4: p.259 / 4A: p.302|
3|Increased Resonance|共振力上限の増加 [ 共振力 上限 の 増加]|きょうしんりょくじょうげんのぞうか|4: p.238|4: p.259 / 4A: p.303|
3|Access to the Resonance Realms|共振領域へのアクセス [ 共振 領域 への アクセス]|きょうしんりょういきへのあくせす|4: p.238|4: p.259 / 4A: p.303|
3|Echoes|エコー [ エコー]|えこー|4: p.238|4: p.259 / 4A: p.303|
5|Rigging and Drones|リギング [ リギング]|りぎんぐ|4: p.238|4: p.260 / 4A: p.303|
5|Drones|ドローン [ ドローン]|どろーん|4: p.238|4: p.260 / 4A: p.303|
5|Pilot Programs|パイロット・プログラム [ パイロット プログラム]|ぱいろっとぷろぐらむ|4: p.213|4: p.233 / 4A: p.303|
5||ドローンの知覚 [ ドローン の 知覚]|どろーんのちかく||4A: p.304|
5|Drones and Sensors|ドローンとセンサー [ ドローン と センサー]|どろーんとせんさー|4: p.239|4: p.261|
5|Drone Initiative|ドローンのイニシアティブ [ ドローン の イニシアティブ]|どろーんのいにしあてぃぶ|4: p.239|4: p.261 / 4A: p.304|
5|Controlling Drones|ドローンの制御 [ ドローン の 制御]|どろーんのせいぎょ|4: p.238|4: p.260 / 4A: p.304|
5|Issuing Commands|命令を与える [ 命令 を 与える]|めいれいをあたえる|4: p.221|4: p.240 / 4A: p.304|
5||遠隔操縦 [ 遠隔 操縦]|えんかくそうじゅう||4A: p.304|
5||ジャンプ・イン [ ジャンプ イン]|じゃんぷいん||4A: p.305|
5|Jumping into Drones|ドローンに飛び乗る [ ドローン に 飛び 乗る]|どろーんにとびのる|4: p.239|4: p.260|
5||セキュリティ・システムやその他の機器のリギング [ セキュリティ システム や その他 の 機器 の リギング]|せきゅりてぃしすてむやそのたのききのりぎんぐ||4A: p.305|
5|Rigginh Security Systems|警備システムをリギングする [ 警備 システム を リギング する]|けいびしすてむをりぎんぐする|4: p.239|4: p.260|
5|Autosoft Programs|オートソフト・プログラム [ オート ソフト プログラム]|おーとそふとぷろぐらむ|4: p.239|4: p.261 / 4A: p.305|
5|Clearsight (Autosoft)|鮮明化 (オートソフト) [ 鮮明 化 オート ソフト]|せんめいか|4: p.239|4: p.261 / 4A: p.305|
5|Defence (Autosoft)|防御 (オートソフト) [ 防御 オート ソフト]|ぼうぎょ|4: p.239|4: p.261 / 4A: p.305|
5|Electronic Warfare (Autosoft)|電子戦 (オートソフト) [ 電子 戦 オート ソフト]|でんしせん|4: p.240|4: p.261 / 4A: p.305|
5|Maneuver (Autosoft)|機動 (オートソフト) [ 機動 オート ソフト]|きどう|4: p.240|4: p.261 / 4A: p.305|
5|Targeting (Autosoft)|照準 (オートソフト) [ 照準 オート ソフト]|しょうじゅん|4: p.240|4: p.261 / 4A: p.305|
5||電子戦 (ルール) [ 電子 戦 ルール]|でんしせん||4A: p.306|
5||シグナルの到達距離 [ シグナル の 到達 距離]|しぐなるのとうたつきょり||4A: p.306|
5||走査と傍受 [ 走査 と 傍受]|そうさとぼうじゅ||4A: p.306|
5||ECMとECCM [ ECM と ECCM]|ECMとECCM||4A: p.306|
3||暗号化 (ルール) [ 暗号 化 ルール]|あんごうか||4A: p.306|
3||ハッキングとなりすまし [ ハッキング と なりすまし]|はっきんぐとなりすまし||4A: p.306|
6||リガー／ドローン・テストまとめ [ リガー ドローン テスト まとめ]|りがーどろーんてすとまとめ||4A: p.307|
0|Healing|回復 [ 回復]|かいふく|4: p.242|4: p.266 / 4A: p.312|
0|Stun Damage (Healing)|精神ダメージ (回復) [ 精神 ダメージ 回復]|せいしんだめーじ|4: p.242|4: p.266 / 4A: p.312|
0|Physical Damage (Healing)|身体ダメージ (回復) [ 身体 ダメージ 回復]|しんたいだめーじ|4: p.242|4: p.266 / 4A: p.312|
0|Using First Aid|応急処置 (ルール) [ 応急 処置 ルール]|おうきゅうしょち|4: p.242|4: p.266 / 4A: p.312|
6|Healing Modifiers|回復修正表 [ 回復 修正 表]|かいふくしゅうせいひょう|4: p.244|4: p.267 / 4A: p.313|
0|Using Medicine|〈医術〉の使い方 [ 医術 の 使い方]|いじゅつのつかいかた|4: p.242|4: p.267 / 4A: p.313|
0|Medkits and Autodocs|医療キットとオートドク [ 医療 キット と オートドク]|いりょうきっととおーとどく|4: p.244|4: p.267 / 4A: p.313|
0|Magical Healing|魔法治療 [ 魔法 治療]|まほうちりょう|4: p.244|4: p.267 / 4A: p.314|
0|Physical Damage Overflow|身体ダメージのオーバーフロー [ 身体 ダメージ の オーバーフロー]|しんたいだめーじのおーばーふろー|4: p.244|4: p.267 / 4A: p.314|
0|Stabilization|容態を安定させる [ 容態 を 安定 させる]|ようたいをあんていさせる|4: p.244|4: p.267 / 4A: p.314|
0|Toxins|毒物 [ 毒物]|どくぶつ|4: p.244|4: p.268 / 4A: p.314|
6|Toxin Protection|毒に対する防護手段 [ 毒 に 対する 防護 手段]|どくにたいするぼうごしゅだん|4: p.245|4: p.268 / 4A: p.314|
0|Using Toxic Substances|毒物の使用 [ 毒物 の 使用]|どくぶつのしよう|4: p.245|4: p.269 / 4A: p.315|
0|Toxin Resistance Test|毒物抵抗テスト [ 毒物 抵抗 テスト]|どくぶつていこうてすと|4: p.245|4: p.269 / 4A: p.315|
0|Concentration|濃縮 [ 濃縮]|のうしゅく|4: p.245|4: p.269 / 4A: p.315|
0|Antidotes|解毒剤 [ 解毒 剤]|げどくざい|4: p.246|4: p.269 / 4A: p.315|
0|CS/Tear Gas|CS／催涙ガス [ クロロベンジリデンマロノニトリル CS 催涙 ガス]|CSさいるいがす|4: p.246|4: p.269 / 4A: p.315|
0|Gamma-Scopolamine|γ-スコポラミン [ ガンマ γ スコポラミン]|γすこぽらみん|4: p.246|4: p.269 / 4A: p.316|
0|Narcoject|ナルコジェクト [ ナルコ ジェクト]|なるこじぇくと|4: p.246|4: p.269 / 4A: p.316|
0|Nausea Gas|催吐ガス [ 催吐 ガス]|さいとがす|4: p.246|4: p.269 / 4A: p.316|
0|Neuro-Stun|ニューロ・スタン [ ニューロ スタン]|にゅーろすたん|4: p.246|4: p.270 / 4A: p.316|
0|Pepper Punch|ペッパーパンチ [ ペッパー パンチ]|ぺっぱーぱんち|4: p.246|4: p.270 / 4A: p.316|
0|Seven-7|セブン-7 [ セブン - 7]|せぶん7|4: p.246|4: p.270 / 4A: p.316|
0||睡眠不足 [ 睡眠 不足]|すいみんぶそく||4A: p.316|
0|Substance Abuse|依存と乱用 [ 依存 と 乱用]|いぞんとらんよう|4: p.247|4: p.270 / 4A: p.317|
0|Addiction Tests|依存症テスト [ 依存 症 テスト]|いぞんしょうてすと|4: p.247|4: p.270 / 4A: p.317|
6|Addiction Threshold|依存症目標値表 [ 依存 症 目標値 表]|いぞんしょうもくひょうちひょう|4: p.248|4: p.272 / 4A: p.318|
0||摂取 [ 摂取]|せっしゅ||4A: p.318|
0|Getting a Fix|服用 [ 服用]|ふくよう|4: p.248|4: p.272|
0||離脱状態と再摂取 [ 離脱 状態 と 再 摂取]|りだつじょうたいとさいせっしゅ||4A: p.318|
0|Withdrawal and Staying Clean|離脱状態と再服用 [ 離脱 状態 と 再 服用]|りだつじょうたいとさいふくよう|4: p.248|4: p.272|
0|Overdosing|過剰摂取 [ 過剰 摂取 オーバードース]|かじょうせっしゅ|4: p.248|4: p.272 / 4A: p.318|
0|Drugs|ドラッグ [ ドラッグ]|どらっぐ|4: p.248|4: p.272 / 4A: p.318|
0|Bliss|ブリス [ ブリス]|ぶりす|4: p.248|4: p.272 / 4A: p.318|
0|Cram|クラム [ クラム]|くらむ|4: p.249|4: p.272 / 4A: p.318|
0|Deepweed|ディープウィード [ ディープ ウィード]|でぃーぷうぃーど|4: p.249|4: p.272 / 4A: p.319|
0|Jazz|ジャズ [ ジャズ]|じゃず|4: p.249|4: p.273 / 4A: p.319|
0|Kamikaze|カミカゼ [ カミカゼ]|かみかぜ|4: p.249|4: p.273 / 4A: p.319|
0|Long Haul|ロングホール [ ロング ホール]|ろんぐほーる|4: p.249|4: p.273 / 4A: p.319|
0|Nitro|ニトロ [ ニトロ]|にとろ|4: p.249|4: p.273 / 4A: p.319|
0|Novacoke|ノヴァコーク [ ノヴァ コーク]|のゔぁこーく|4: p.249|4: p.273 / 4A: p.319|
0|Psyche|プシュケ [ プシュケ]|ぷしゅけ|4: p.250|4: p.273 / 4A: p.320|
0|Zen|ゼン [ ゼン]|ぜん|4: p.250|4: p.273 / 4A: p.320|
0|BTL Chips|BTLチップ [ BTL チップ]|BTLちっぷ|4: p.250|4: p.274 / 4A: p.320|
0|BTL Downloads|BTLダウンロード [ BTL ダウンロード]|BTLだうんろーど|4: p.250|4: p.274 / 4A: p.321|
0|Dreamchips|ドリームチップ [ ドリーム チップ]|どりーむちっぷ|4: p.250|4: p.274 / 4A: p.321|
0|Moodchips|ムードチップ [ ムード チップ]|むーどちっぷ|4: p.250|4: p.274 / 4A: p.321|
0|Personafix|ペルソナフィックス [ ペルソナ フィックス]|ぺるそなふぃっくす|4: p.250|4: p.274 / 4A: p.321|
0|Tripchips|トリップチップ [ トリップ チップ]|とりっぷちっぷ|4: p.251|4: p.274 / 4A: p.321|
0|Security Systems|セキュリティ・システム [ セキュリティ システム]|せきゅりてぃしすてむ|4: p.251|4: p.274 / 4A: p.321|
0|Landscaping (Security)|ランドスケーピング (セキュリティ) [ ランド スケーピング セキュリティ]|らんどすけーぴんぐ|4: p.251|4: p.275 / 4A: p.321|
0|Barriers (Security)|防壁 (セキュリティ) [ 防 壁 セキュリティ]|ぼうへき|4: p.252|4: p.275 / 4A: p.322|
0|Wires (Security)|ワイア (セキュリティ) [ ワイア セキュリティ]|わいあ|4: p.252|4: p.276 / 4A: p.322|
0|Lighting (Security)|照明 (セキュリティ) [ 照明 セキュリティ]|しょうめい|4: p.252|4: p.276 / 4A: p.322|
0|Doors and Windows (Security)|扉と窓 (セキュリティ) [ 扉 と 窓 セキュリティ]|とびらとまど|4: p.252|4: p.276 / 4A: p.322|
6|Fencing Table|フェンス表 [ フェンス 表 セキュリティ]|ふぇんすひょう|4: p.252|4: p.275 / 4A: p.322|
0|HVAC (Security)|HVAC (セキュリティ) [ HVAC セキュリティ]|HVAC|4: p.252|4: p.276 / 4A: p.323|
0|Personnel (Security)|人員 (セキュリティ) [ 人員 セキュリティ]|じんいん|4: p.252|4: p.277 / 4A: p.323|
0|Alerms (Security)|警報装置 (セキュリティ) [ 警報 装置 セキュリティ]|けいほうそうち|4: p.253|4: p.277 / 4A: p.323|
0|Trip Beams (Security)|遮光センサー (セキュリティ) [ 遮光 センサー セキュリティ]|しゃこうせんさー|4: p.253|4: p.277 / 4A: p.324|
0|Pressure Pads (Security)|感圧パッド (セキュリティ) [ 感圧 パッド セキュリティ]|かんあつぱっど|4: p.253|4: p.278 / 4A: p.324|
0|Sensors (Security)|センサー (セキュリティ) [ センサー セキュリティ]|せんさー|4: p.254|4: p.278 / 4A: p.324|
0|Scanners (Security)|スキャナー (セキュリティ) [ スキャナー セキュリティ]|すきゃなー|4: p.254|4: p.278 / 4A: p.325|
0|Locks (Security)|錠 (セキュリティ) [ 錠 セキュリティ]|じょう|4: p.255|4: p.279 / 4A: p.325|
6|Chemical Detection Modifiers|化学検知修正表 [ 化学 検知 修正 表 セキュリティ]|かがくけんししゅうせいひょう|4: p.254|4: p.279 / 4A: p.325|
6|Pheromone Scanner Table|フェロモン・スキャナー表 [ フェロモン スキャナー 表 セキュリティ]|ふぇろもんすきゃなーひょう|4: p.254|4: p.279 / 4A: p.325|
6|Cyberware Scanner Table|サイバーウェア・スキャナー表 [ サイバーウェア スキャナー 表 セキュリティ]|さいばーうぇあすきゃなーひょう|4: p.254|4: p.279 / 4A: p.325|
0|Maglocks (Security)|マグロック (セキュリティ) [ マグ ロック セキュリティ]|まぐろっく|4: p.255|4: p.279 / 4A: p.326|
0|Biometrics (Security)|生体認証 (セキュリティ) [ 生体 認証 セキュリティ]|せいたいにんしょう|4: p.255|4: p.280 / 4A: p.327|
0|Automated Systems|自動化システム (セキュリティ) [ 自動 化 システム セキュリティ]|じどうか|4: p.256|4: p.280 / 4A: p.327|
0|Biofiber|バイオファイバー (セキュリティ) [ バイオ ファイバー セキュリティ]|ばいおふぁいばー|4: p.256|4: p.281 / 4A: p.328|
0|Wi-Fi Negation|ワイアレス・ネットワークの遮断 (セキュリティ) [ ワイアレス ネットワーク の 遮断 セキュリティ]|わいあれすねっとわーくのしゃだん|4: p.256|4: p.281 / 4A: p.328|
0|Wi-Fi Detection|ワイアレス・ネットワークの探知 (セキュリティ) [ ワイアレス ネットワーク の 探知 セキュリティ]|わいあれすねっとわーくのたんち|4: p.256|4: p.281 / 4A: p.328|
0|Reputation|名声 [ 名声]|めいせい|4: p.257|4: p.281 / 4A: p.328|
0|Street Cred|ストリートの評判 [ ストリート の 評判]|すとりーとのひょうばん|4: p.257|4: p.281 / 4A: p.328|
0|Streed Cred Uses|評判の使い方 [ 評判 の 使い方]|ひょうばんのつかいかた|4: p.257|4: p.282 / 4A: p.328|
0|Notoriety|悪名 [ 悪名]|あくみょう|4: p.257|4: p.282 / 4A: p.329|
0|Gaining Notoriety|悪名を上げる [ 悪名 を 上げる]|あくみょうをあげる|4: p.258|4: p.282 / 4A: p.329|
0|Notoriety Applications|悪名の適用 [ 悪名 の 適用]|あくみょうのてきよう|4: p.258|4: p.283 / 4A: p.329|
0|Public Awareness|公的認知度 [ 公的 認知度]|こうてきにんちど|4: p.258|4: p.283 / 4A: p.329|
0|Public Awareness Application|公的認知度の使い方 [ 公的 認知度 の 使い方]|こうてきにんちどのつかいかた|4: p.258|4: p.283 / 4A: p.329|
6|Certified Credstic Table|支払い保証済みクレッドスティック表 [ 支払い 保証 済み クレッド スティック 表]|しはらいほしょうずみくれっどすてぃっくひょう|4: p.260|4: p.284 / 4A: p.331|
0|Using Forged ID|偽造IDの使い方 [ 偽造 ID の 使い方]|ぎぞうIDのつかいかた|4: p.260|4: p.285 / 4A: p.332|
0|Luxury (Lifestyle)|贅沢 (ライフスタイル) [ 贅沢 ライフ スタイル]|ぜいたく|4: p.261|4: p.286 / 4A: p.332|
0|High (Lifestyle)|上流 (ライフスタイル) [ 上流 ライフ スタイル]|じょうりゅう|4: p.261|4: p.286 / 4A: p.332|
0|Middle (Lifestyle)|中流 (ライフスタイル) [ 中流 ライフ スタイル]|ちゅうりゅう|4: p.261|4: p.286 / 4A: p.332|
0|Low (Lifestyle)|下流 (ライフスタイル) [ 下流 ライフ スタイル]|かりゅう|4: p.261|4: p.286 / 4A: p.332|
0|Squatter (Lifestyle)|不法居住 (ライフスタイル) [ 不法 居住 ライフ スタイル]|ふほうきょじゅう|4: p.261|4: p.286 / 4A: p.333|
0|Street (Lifestyle)|路上生活 (ライフスタイル) [ 路上 生活 ライフ スタイル]|ろじょうせいかつ|4: p.261|4: p.286 / 4A: p.333|
0|Hospitalized (Lifestyle)|入院 (ライフスタイル) [ 入院 ライフ スタイル]|にゅういん|4: p.261|4: p.287 / 4A: p.333|
0|Keeping Up the Payments|支払いを続ける [ 支払い を 続ける]|しはらいをつづける|4: p.262|4: p.287 / 4A: p.333|
0|Buying a Lifestyle|ライフスタイルを買う [ ライフ スタイル を 買う]|らいふすたいるをかう|4: p.262|4: p.287 / 4A: p.333|
0|Team Lifestyles|チーム・ライフスタイル [ チーム ライフ スタイル]|ちーむらいふすたいる|4: p.262|4: p.288 / 4A: p.334|
0|Awarding Karma|カルマを与える [ カルマ を 与える]|かるまをあたえる|4: p.263|4: p.288 / 4A: p.334|
6|Karma Awards|カルマ褒賞表 [ カルマ 褒賞 表]|かるまほうしょうひょう|4: p.263|4: p.288 / 4A: p.335|
0|Character Improvement|キャラクターの成長 [ キャラクター の 成長]|きゃらくたーのせいちょう|4: p.263|4: p.289 / 4A: p.335|
0|Improving Skills and Skill Groups|技能や技能グループの成長 [ 技能 や 技能 グループ の 成長]|ぎのうやぎのうぐるーぷのせいちょう|4: p.264|4: p.289 / 4A: p.335|
0|Improving Attributes|能力値の成長 [ 能力 値 の 成長]|のうりょくちのせいちょう|4: p.264|4: p.289 / 4A: p.336|
0|Other Improvements|その他の成長 [ その他 の 成長]|そのたのせいちょう|4: p.264|4: p.289 / 4A: p.336|
6|Character Improvement|キャラクターの成長表 [ キャラクター の 成長 表]|きゃらくたーのせいちょうひょう|4: p.264|4: p.290 / 4A: p.336|
0|Grunts|グラント (集団の一員) [ グラント 集団 の 一員]|ぐらんと|4: p.272|4: p.300 / 4A: p.348|
0|Professional Rating|プロ意識 [ プロ 意識]|ぷろいしき|4: p.272|4: p.300 / 4A: p.349|
0|Lieutenants|ルテナント (隊長) [ ルテナント 隊長]|るてなんと|4: p.274|4: p.301 / 4A: p.349|
0|Corporate Security Unit|企業警備ユニット (グラント) [ 企業 警備 ユニット グラント]|きぎょうけいびゆにっと|4: p.274|4: p.302 / 4A: p.350|
0|Triad Posse|三合会の兵隊 (グラント) [ トライアド 三合会 の 兵隊 グラント]|とらいあどのへいたい|4: p.275|4: p.303 / 4A: p.350|
0|Halloweeners Street Gang|ハロウィーナー・ストリート・ギャング (グラント) [ ハロウィーナー ストリート ギャング グラント]|はろうぃーなーすとりーとぎゃんぐ|4: p.274|4: p.302 / 4A: p.351|
0|Humanis Policlub Goon Squad|ヒューマニス・ポリクラブのチンピラ (グラント) [ ヒューマニス ポリ クラブ の チンピラ グラント]|ひゅーまにすぽりくらぶのちんぴら|4: p.275|4: p.301 / 4A: p.351|
0|Red Samurai Detachment|レッド・サムライ分遣隊 (グラント) [ レッド サムライ 分遣隊 グラント]|れっどさむらいぶんけんたい|4: p.276|4: p.303 / 4A: p.351|
0|Lone Star Police Squad|ローンスター警官隊 (グラント) [ ローン スター 警官隊 グラント]|ろーんすたーけいかんたい|4: p.274|4: p.303 / 4A: p.352|
0|Tir Ghosts|ティルのゴースト (グラント) [ ティル の ゴースト グラント]|てぃるのごーすと|4: p.275|4: p.303 / 4A: p.352|
0|Prime Runners|プライム・ランナー [ プライム ランナー]|ぷらいむらんなー|4: p.276|4: p.304 / 4A: p.353|
6|Prime Runner Creation and Advancement Table|プライム・ランナー作成／成長表 [ プライム ランナー 作成 成長 表]|ぷらいむらんなーさくせいせいちょうひょう|4: p.277|4: p.305 / 4A: p.354|
0|Contacts|コンタクト [ コンタクト]|こんたくと|4: p.278|4: p.305 / 4A: p.354|
0|Connection Rating|コネ値 [ コネ 値]|こねち|4: p.278|4: p.305 / 4A: p.355|
0|Loyalty Rating|忠実値 [ 忠実 値]|ちゅうじつち|4: p.278|4: p.306 / 4A: p.355|
6|Connection Rating Table|コネ値表 [ コネ 値 表]|こねちひょう|4: p.278|4: p.305 / 4A: p.355|
6|Loyalty Rating Table|忠実値表 [ 忠実 値 表]|ちゅうじつちひょう|4: p.279|4: p.306 / 4A: p.355|
0|Using Contacts|コンタクトの使い方 [ コンタクト の 使い方]|こんたくとのつかいかた|4: p.279|4: p.306 / 4A: p.355|
6|Tavor Rating Table|手助け表 [ 手助け 表]|てだすけひょう|4: p.281|4: p.308 / 4A: p.358|
0|Beat Cop (Contact)|巡回警官 (コンタクト) [ 巡回 警官 コンタクト]|じゅんかいけいかん|4: p.282|4: p.310 / 4A: p.358|
0|Street Doc (Contact)|ストリート・ドク (コンタクト) [ ストリート ドク コンタクト]|すとりーとどく|4: p.284|4: p.312 / 4A: p.359|
0|Talismonger (Contact)|タリス モンガー (コンタクト) [ タリス モンガー コンタクト]|たりすもんがー|4: p.285|4: p.312 / 4A: p.359|
0|Bartender (Contact)|バーテンダー (コンタクト) [ バーテンダー コンタクト]|ばーてんだー|4: p.282|4: p.309 / 4A: p.360|
0|Fixer (Contact)|フィクサー (コンタクト) [ フィクサー コンタクト]|ふぃくさー|4: p.283|4: p.310 / 4A: p.360|
0|Blogger (Contact)|ブロガー (コンタクト) [ ブロガー コンタクト]|ぶろがー|4: p.282|4: p.310 / 4A: p.361|
0|Mafia Consiglieri (Contact)|マフィア・コンシリエーリ (コンタクト) [ マフィア コンシリエーリ コンタクト]|まふぃあこんしりえーり|4: p.283|4: p.311 / 4A: p.361|
0|Mr.Johnson (Contact)|ミスター・ジョンソン (コンタクト) [ ミスター ジョンソン コンタクト]|みすたーじょんそん|4: p.284|4: p.311 / 4A: p.362|
0|Mechanic (Contact)|メカニック (コンタクト) [ メカニック コンタクト]|めかにっく|4: p.284|4: p.311 / 4A: p.362|
0|Critters|クリッター [ クリッター]|くりったー|4: p.285|4: p.313 / 4A: p.363|
0|Powers|パワー [ パワー]|ぱわー|4: p.286|4: p.313 / 4A: p.363|
0|Mystic Armor (Critter Power)|アストラル装甲 (クリッターパワー) [ アストラル 装甲 クリッター パワー]|あすとらるそうこう|4: p.289|4: p.317 / 4A: p.364|
0|Astral Form (Critter Power)|アストラル体 (クリッターパワー) [ アストラル 体 クリッター パワー]|あすとらるたい|4: p.287|4: p.314 / 4A: p.364|
0|Movement (Critter Power)|移動 (クリッターパワー) [ 移動 クリッター パワー]|いどう|4: p.289|4: p.317 / 4A: p.364|
0|Concealment (Critter Power)|隠蔽 (クリッターパワー) [ 隠蔽 クリッター パワー]|いんぺい|4: p.287|4: p.315 / 4A: p.364|
0|Essence Drain (Critter Power)|エッセンス吸収 (クリッターパワー) [ エッセンス 吸収 クリッター パワー]|えっせんすきゅうしゅう|4: p.288|4: p.316 / 4A: p.364|
0|Energy Aura (Critter Power)|エネルギー・オーラ (クリッターパワー) [ エネルギー オーラ クリッター パワー]|えねるぎーおーら|4: p.287|4: p.315 / 4A: p.365|
0|Mimicry (Critter Power)|音真似 (クリッターパワー) [ 音 真似 クリッター パワー]|おとまね|4: p.289|4: p.317 / 4A: p.365|
0|Infection (Critter Power)|感化 (クリッターパワー) [ 感化 クリッター パワー]|かんか|4: p.289|4: p.317 / 4A: p.365|
0|Influence (Critter Power)|感染 (クリッターパワー) [ 感染 クリッター パワー]|かんせん|4: p.289|4: p.317 / 4A: p.365|
0|Weather Control (Critter Power)|気候制御 (クリッターパワー) [ 気候 制御 クリッター パワー]|きこうせいぎょ|4: p.290|4: p.319 / 4A: p.365|
